id,name
115,Akiva Goldsman
116,Akiva Schaffer
117,Akon
118,Aksel Hennie
119,Akshaye Khanna
120,Al Cliver
121,Al Franklin
122,Al Freeman Jr.
123,Al Gore
124,Al Leong
125,Al Pacino
126,Al Roker
127,Al Sapienza
128,Al Silliman Jr.
129,Alain Delon
130,Alain Resnais
131,Alan Alda
132,Alan Autry
133,Alan Bates
134,Alan Brent
135,Alan Cohn
136,Alan D. Purwin
137,Alan Dale
138,Alan David
139,Alan Ford
140,Alan Hale
141,Alan Hale Jr.
142,Alan J. Pakula
143,Alan Jacobs
144,Alan Metter
145,Alan Oppenheimer
146,Alan Parker
147,Alan Pietruszewski
148,Alan Poul
149,Alan Rickman
150,Alan Ruck
151,Alan Rudolph
152,Alan Shapiro
153,Alan Taylor
154,Alan Van Sprang
155,Alan Williams
156,Alan Young
157,Alan Yuen
158,Alana Kaniewski
159,Alanna Ubach
160,Alastair Duncan
161,Alba Rohrwacher
162,Albert Brooks
163,Albert Delpy
164,Albert Dupontel
165,Albert Finney
166,Albert Hughes
167,Albert Maysles
168,Albert Salmi
169,Alden Ehrenreich
170,Aldis Hodge
171,Aldo Sambrell
172,Alec Asten
173,Alejandro Agresti
174,Alejandro Amenábar
175,Alejandro Furth
176,Alejandro G. Iñárritu
177,Alejandro Monteverde
178,Aleksa Palladino
179,Aleksandr Bashirov
180,Aleksandr Veledinskiy
181,Aleksey Chadov
182,Aleksey German
183,Aleksey Serebryakov
184,Alessandra Mastronardi
185,Alessandro Carloni
186,Alessandro Nivola
187,Alessandro Preziosi
188,Álex Angulo
189,Alex Borstein
190,Alex Cox
191,Alex Craig Mann
192,Álex de la Iglesia
193,Alex Désert
194,Alex Emanuel
195,Alex Garland
196,Alex Gibney
197,Alex Huszar
198,Alex Jennings
199,Alex Karpovsky
200,Alex Kendrick
201,Alex Lawther
202,Alex Macqueen
203,Alex McArthur
204,Alex Meraz
205,Alex Pettyfer
206,Alex Proyas
207,Alex Ranarivelo
208,Alex Rivera
209,Alex Rocco
210,Alex Russell
211,Alex Sanborn
212,Alex Smith
213,Alex van Warmerdam
214,Alex Veadov
215,Alex Vincent
216,Alex Winter
217,Alex Zamm
218,Alexa Davalos
219,Alexa Havins
220,Alexa PenaVega
221,Alexander Gould
222,Alexander Payne
223,Alexander Skarsgård
224,Alexander Vlahos
225,Alexander Witt
226,Alexander Wraith
227,Alexandra Breckenridge
228,Alexandra Callas
229,Alexandra Holden
230,Alexandra Maria Lara
231,Alexandra Rapaport
232,Alexandra Silber
233,Alexandre Aja
234,Alexandre Rodrigues
235,Alexandru Potocean
236,Alexia Fast
237,Alexia Rasmussen
238,Alexis Arquette
239,Alexis Biesiada
240,Alexis Dziena
241,Alexis Kendra
242,Alfie Allen
243,Alfonso Cuarón
244,Alfre Woodard
245,Alfred Enoch
246,Alfred Hitchcock
247,Ali Daniels
248,Ali Hillis
249,Alia Shawkat
250,Alice Braga
251,Alice Cooper
252,Alice Englert
253,Alice Evans
254,Alice Greczyn
255,Alice Krige
256,Alice Olivia Clarke
257,Alice Playten
258,Alice Pol
259,Alice Wu
260,Alicia Goranson
261,Alicia Keys
262,Alicia Sixtos
263,Alicia Witt
264,Alicia Ziegler
265,Alicja Bachleda
266,Aliou Touré
267,Alisha Boe
268,Alison Brie
269,Alison Chand
270,Alison Doody
271,Alison Lohman
272,Alison Maclean
273,Alissa Dean
274,Alister Grierson
275,Alix Freihage
276,Allan Arkush
277,Allan Dwan
278,Allegra Carpenter
279,Allen Coulter
280,Allen Covert
281,Allen Hughes
282,Allen Leech
283,Allen Payne
284,Allison Anders
285,Allison Burnett
286,Allison Dean
287,Allison Miller
288,Allison Tolman
289,Ally Sheedy
290,Ally Walker
291,Alma Martinez
292,Alona Tal
293,Alonna Shaw
294,Alun Armstrong
295,Alycia Debnam-Carey
296,Alyson Hannigan
297,Alyson Stoner
298,Amal Al-Agroobi
299,Amanda Detmer
300,Amanda Gusack
301,Amanda Kearsan
302,Amanda MacDonald
303,Amanda Mealing
304,Amanda Plummer
305,Amanda Redman
306,Amanda Schull
307,Amanda Tilson
308,Amanda Troop
309,Amanda Wyss
310,Amat Escalante
311,Amber Armstrong
312,Amber Benson
313,Amber Marie Bollinger
314,Amber Marshall
315,Amber Rose Revah
316,Amber Stevens West
317,Amber Valletta
318,Amelia Giancarlo
319,Amelia Warner
320,America Ferrera
321,America Olivo
322,Ami Ayalon
323,Amiah Miller
324,Amidou
325,Amir Farrokh Hashemian
326,Amir Talai
327,Aml Ameen
328,Amos Oz
329,Amr Waked
330,Amrish Puri
331,Amy Badberg
332,Amy Brenneman
333,Amy Bruni
334,Amy Carson
335,Amy Hargreaves
336,Amy Heckerling
337,Amy Hill
338,Amy Holden Jones
339,Amy Irving
340,Amy Locane
341,Amy Lucas
342,Amy Madigan
343,Amy Poehler
344,Amy Ryan
345,Amy Schumer
346,Amy Sedaris
347,Amy Steel
348,Amy Stewart
349,Amy Warren
350,Amy Yasbeck
351,Ana Claudia Talancón
352,Ana de la Reguera
353,Ana Gasteyer
354,Ana Imnadze
355,Ana Maria Guran
356,Ana Vatamanu
357,Analeine Cal y Mayor
358,Anamaria Marinca
359,Anand Tucker
360,Anatoliy Solonitsyn
361,Anders Holm
362,Andre Braugher
363,André Dussollier
364,André Øvredal
365,André Ramiro
366,André Téchiné
367,André the Giant
368,André Wilms
369,Andrea Arnold
370,Andrea Corr
371,Andrea Di Stefano
372,Andrea Frankle
373,Andrea Martin
374,Andrea Ros
375,Andrea Savage
376,Andrea Vergara
377,Andrei Tarkovsky
378,Andrej Nahtigal
379,Andrés Couturier
380,Andrés Montiel
381,Andrés Muschietti
382,Andrew Adamson
383,Andrew Airlie
384,Andrew Berends
385,Andrew Bergman
386,Andrew Bryniarski
387,Andrew Bujalski
388,Andrew Currie
389,Andrew Daly
390,Andrew Davis
391,Andrew Dice Clay
392,Andrew Dominik
393,Andrew Douglas
394,Andrew Erwin
395,Andrew Fiscella
396,Andrew Fleming
397,Andrew Garfield
398,Andrew Haigh
399,Andrew Hyatt
400,Andrew Jarecki
401,Andrew Keegan
402,Andrew Keir
403,Andrew Lawrence
404,Andrew Leman
405,Andrew Morahan
406,Andrew Niccol
407,Andrew Rannells
408,Andrew Robinson
409,Andrew Simpson
410,Andrew Stanton
411,Andrew Steggall
412,Andrew Traucki
413,Andrew Wilson
414,Andrey Konchalovskiy
415,Andrey Zvyagintsev
416,Andrucha Waddington
417,Andrzej Bartkowiak
418,Andy Cadiff
419,Andy Cohn
420,Andy Davoli
421,Andy Dick
422,Andy Fickman
423,Andy Garcia
424,Andy Lau
425,Andy On
426,Andy Richter
427,Andy Tennant
428,Ane Dahl Torp
429,Anella Vastola
430,Ang Lee
431,Angel Coulby
432,Angel David
433,Angela Bettis
434,Angela Cartwright
435,Angela Featherstone
436,Angela Jones
437,Ángela Molina
438,Angela Nordeng
439,Angela Robinson
440,Angela Sarafyan
441,Angelica Lee
442,Angélica Sancio
443,Angeliki Papoulia
444,Angelina Armani
445,Angelina Jolie Pitt
446,Angell Conwell
447,Angelo Anthony Pizza
448,Angelo Pizzo
449,Angelo Rossitto
450,Angelo Tsarouchas
451,Angie Dickinson
452,Angus Barnett
453,Angus Macfadyen
454,Angus Sampson
455,Angus Scrimm
456,Angus T. Jones
457,Anika Noni Rose
458,Anil Kapoor
459,Anil Kumar
460,Anita Briem
461,Anita Mui
462,Anita Page
463,Anjelica Huston
464,Ann-Margret
465,Ann Dowd
466,Ann Gillis
467,Ann Miller
468,Ann Morgan Guilbert
469,Ann Talman
470,Anna-Louise Plowman
471,Anna Boden
472,Anna Friel
473,Anna Gunn
474,Anna Harr
475,Anna Karina
476,Anna Katarina
477,Anna Katharina Schwabroh
478,Anna Kendrick
479,Anna Madeley
480,Anna Mastro
481,Anna Muylaert
482,Anna Nakagawa
483,Anna Silk
484,Anna Vareschi
485,Annabel Jankel
486,Annabella Sciorra
487,Annabelle Wallis
488,Annabeth Gish
489,Anne-Marie Duff
490,Anne Archer
491,Anne Bancroft
492,Anne Fletcher
493,Anne Fontaine
494,Anne Hathaway
495,Anne Heche
496,Anne Meara
497,Anne Parillaud
498,Anneliese van der Pol
499,Annelyse Ahmad
500,Annet Mahendru
501,Annette Badland
502,Annie Golden
503,Annie Parisse
504,Anslem Richardson
505,Anthony 'Citric' Campos
506,Anthony Bell
507,Anthony Burrell
508,Anthony Chau-Sang Wong
509,Anthony Daniels
510,Anthony Edwards
511,Anthony Heald
512,Anthony Hemingway
513,Anthony Hickox
514,Anthony Hopkins
515,Anthony Johnson
516,Anthony L. Fernandez
517,Anthony LaPaglia
518,Anthony Mann
519,Anthony Minghella
520,Anthony O'Brien
521,Anthony Powell
522,Anthony Reynolds
523,Anthony Russo
524,Anthony Silverston
525,Anthony Simcoe
526,Anthony Vallone
527,Anthony Zerbe
528,Antoine Fuqua
529,Anton Corbijn
530,Antoni Corone
531,Antonia Bird
532,Antonia Thomas
533,Antonio Arrué
534,Antonio Banderas
535,Antonio de la Torre
536,Antonio Sabato Jr.
537,Antonio Simoncini
538,Antony Hoffman
539,Antony Starr
540,Anupam Kher
541,Anurag Basu
542,Anushka Shetty
543,Anwar Congo
544,April Winchell
545,Ara Celi
546,Aramis Knight
547,Arben Bajraktaraj
548,Arcelia Ramírez
549,Archie Kao
550,Archie Panjabi
551,Aretha Franklin
552,Ari Folman
553,Ari Gold
554,Ari Graynor
555,Ari Kirschenbaum
556,Ari Sandel
557,Aria Noelle Curzon
558,Ariana Neal
559,Ariana Richards
560,Ariane Labed
561,Ariane Schluter
562,Arie Posin
563,Ariel Gade
564,Ariel Hsing
565,Ariel Vromen
566,Aries Spears
567,Arik Ascherman
568,Arjun Rampal
569,Arjun Sablok
570,Arliss Howard
571,Arly Jover
572,Armando Riesco
573,Armin Mueller-Stahl
574,Armin Rohde
575,Armin Shimerman
576,Art Carney
577,Art Hindle
578,Art Malik
579,Arthur Agee
580,Arthur Hiller
581,Arthur O'Connell
582,Arturo Castro
583,Artyom Bogucharskiy
584,Aryana Engineer
585,Asger Leth
586,Asghar Farhadi
587,Ash Baron-Cohen
588,Ash Brannon
589,Ash Cook
590,Ashanti
591,Ashish R. Mohan
592,Ashleigh Gryzko
593,Ashley Ashida Dixon
594,Ashley Bell
595,Ashley Gerasimovich
596,Ashley Hinshaw
597,Ashley Laurence
598,Ashley Martin
599,Ashley Palmer
600,Ashley Rickards
601,Ashley Scott
602,Ashley Tramonte
603,Ashley Walters
604,Ashley Williams
605,Ashraf Barhom
606,Asin
607,Athina Rachel Tsangari
608,Ato Essandoh
609,Atom Egoyan
610,Atsuko Maeda
611,Atticus Shaffer
612,Aubrey Poo
613,Audrey Fleurot
614,Audrey Wells
615,August Diehl
616,Augustus Prew
617,Aunjanue Ellis
618,Austin Lyon
619,Austin Nichols
620,Austin O'Brien
621,Austin Pendleton
622,Ava Acres
623,Ava DuVernay
624,Ava Gardner
625,Avery Schreiber
626,Avi Nesher
627,Ayan Mukerji
628,Ayelet Zurer
629,Ayesha Omar
630,Ayla Kell
631,Ayush Mahesh Khedekar
632,Aziz Muradillayev
633,Azura Skye
634,B.J. Novak
635,Babak Najafi
636,Babar Ahmed
637,Bahare Seddiqi
638,Bai Ling
639,Bailee Madison
640,Balinese Tari Legong Dancers
641,Bálint Péntek
642,Baltasar Kormákur
643,Balthazar Getty
644,Bam Margera
645,Barack Obama
646,Barbara Bach
647,Barbara Billingsley
648,Barbara Carrera
649,Bárbara Goenaga
650,Barbara Hershey
651,Barbara Kowalcyk
652,Bárbara Mori
653,Barbet Schroeder
654,Barbie Castro
655,Barbra Streisand
656,Bari Hyman
657,Barnard Hughes
658,Barney Clark
659,Barney Frank
660,Barret Oliver
661,Barrett Esposito
662,Barry Bostwick
663,Barry Cook
664,Barry Corbin
665,Barry Dennen
666,Barry Fitzgerald
667,Barry Levinson
668,Barry Lynch
669,Barry Shabaka Henley
670,Barry Skolnick
671,Barry Sonnenfeld
672,Barry W. Blaustein
673,Barry Watson
674,Bart Freundlich
675,Bart Shatto
676,Bart the Bear
677,Bashar Rahal
678,Basher Savage
679,Basil Rathbone
680,Baz Luhrmann
681,Béatrice Bonifassi
682,Béatrice Dalle
683,Beatrice Ntuba
684,Beatrice Straight
685,Beau Bridges
686,Beau Garrett
687,Beau Knapp
688,Beau Mirchoff
689,Bebe Neuwirth
690,Becky Smith
691,Beeban Kidron
692,Behrouz Vossoughi
693,Belén Rueda
694,Bella Heathcote
695,Bella Thorne
696,Ben Affleck
697,Ben Browder
698,Ben Chaplin
699,Ben Crompton
700,Ben Cross
701,Ben Daniels
702,Ben Davies
703,Ben Diskin
704,Ben Falcone
705,Ben Feldman
706,Ben Gazzara
707,Ben Johnson
708,Ben Lewin
709,Ben Mendelsohn
710,Ben Miles
711,Ben Miller
712,Ben Platt
713,Ben Schwartz
714,Ben Stassen
715,Ben Stein
716,Ben Stiller
717,Ben Vereen
718,Ben Wheatley
719,Ben Youcef
720,Ben Younger
721,Benedek Fliegauf
722,Benedict Cumberbatch
723,Benedict Wong
724,Benedikt Erlingsson
725,Benh Zeitlin
726,Benjamin A. Onyango
727,Benjamin Dickinson
728,Benjamin Fletcher
729,Benjamin J. Cain Jr.
730,Benjamin Roberds
731,Benjamin Walker
732,Bennett Miller
733,Benni Diez
734,Benno Fürmann
735,Benny Boom
736,Benoît Magimel
737,Benoît Poelvoorde
738,Benson Lee
739,Bérénice Bejo
740,Bergüzar Korel
741,Bern Cohen
742,Bernadette Peters
743,Bernard Cribbins
744,Bernard Fox
745,Bernard Hill
746,Bernardo Bertolucci
747,Bernardo Saracino
748,Bernie Casey
749,Bernie Mac
750,Bernie Sanders
751,Bertrand Cantat
752,Bess Armstrong
753,Bessie Love
754,Beth Broderick
755,Beth Grant
756,Beth Riesgraf
757,Bethany Blakey
758,Bethany Joy Lenz
759,Beto Gómez
760,Betsy Baker
761,Betsy Palmer
762,Betsy Russell
763,Betty Hutton
764,Betty Thomas
765,Beverly D'Angelo
766,Beverly Randolph
767,Bhama
768,Bhavkhandan Singh Rakhra
769,Bhole Baba
770,Bhoomika Chawla
771,Bianca Brigitte VanDamme
772,Bianca Collins
773,Bianca Kajlich
774,Bibo Bergeron
775,Big Budah
776,Bigas Luna
777,Bill Allen
778,Bill Bailey
779,Bill Baird
780,Bill Benenson
781,Bill Clinton
782,Bill Cobbs
783,Bill Condon
784,Bill Duke
785,Bill Erwin
786,Bill Fagerbakke
787,Bill Farmer
788,Bill Hickman
789,Bill Hunter
790,Bill Irwin
791,Bill Johnson
792,Bill Lake
793,Bill Maher
794,Bill Martone
795,Bill Melendez
796,Bill Muir
797,Bill Murray
798,Bill Nunn
799,Bill Paterson
800,Bill Paxton
801,Bill Plympton
802,Bille August
803,Bille Woodruff
804,Billie Burke
805,Billie Whitelaw
806,Billy Aaron Brown
807,Billy Barty
808,Billy Blair
809,Billy Bob Thornton
810,Billy Boyd
811,Billy Brown
812,Billy Burke
813,Billy Campbell
814,Billy Crudup
815,Billy Drago
816,Billy Gardell
817,Billy Gilbert
818,Billy Kent
819,Billy Ray
820,Billy West
821,Billy Wilder
822,Bin Won
823,Bingbing Fan
824,Bingbing Li
825,Bipasha Basu
826,Birgitte Hjort Sørensen
827,Birol Ünel
828,Björk
829,Björn Hlynur Haraldsson
830,Bjørn Sundquist
831,Black Thomas
832,Blaine Anderson
833,Blair Brown
834,Blair Erickson
835,Blair Hayes
836,Blair Underwood
837,Blake Edwards
838,Blake Lindsley
839,Blake Ritson
840,Blanchard Ryan
841,Blaz Zavrsnik
842,Blythe Auffarth
843,Blythe Danner
844,Bo Huang
845,Bo Welch
846,Bo Zenga
847,Boaz Yakin
848,Bob Balaban
849,Bob Clark
850,Bob Clendenin
851,Bob Costas
852,Bob Dole
853,Bob Dolman
854,Bob Dylan
855,Bob Eubanks
856,Bob Fosse
857,Bob Giraldi
858,Bob Gosse
859,Bob Gunton
860,Bob Hoskins
861,Bob Marley
862,Bob Neill
863,Bob Newhart
864,Bob Odenkirk
865,Bob Peck
866,Bob Proctor
867,Bob Rafelson
868,Bob Ross
869,Bob Saget
870,Bob Spiers
871,Bobb'e J. Thompson
872,Bobbie Phillips
873,Bobby Batson
874,Bobby Block
875,Bobby Brown
876,Bobby Coleman
877,Bobby Deol
878,Bobby Farrelly
879,Bobby Kendall
880,Bobby Lee
881,Bobby Moynihan
882,Bobby Roth
883,Bobcat Goldthwait
884,Bojana Novakovic
885,Bokeem Woodbine
886,Bolaji Badejo
887,Bolo Yeung
888,Boman Irani
889,Bonnie Henna
890,Bonnie Hunt
891,Bonnie Lee Bouman
892,Bonnie Somerville
893,Bono
894,Bonz Malone
895,Boris Kodjoe
896,Boris Rodriguez
897,Boyd Banks
898,Boyd Holbrook
899,Boys II Men
900,Brad Anderson
901,Brad Bird
902,Brad Copeland
903,Brad Furman
904,Brad Garrett
905,Brad J. Silverman
906,Brad James
907,Brad Lee Wind
908,Brad Leland
909,Brad Peyton
910,Brad Pitt
911,Brad Renfro
912,Brad Schmidt
913,Brad Silberling
914,Brad William Henke
915,Bradley Cooper
916,Bradley Parker
917,Bradley Pierce
918,Bradley Rust Gray
919,Bradley Whitford
920,Brady Corbet
921,Braeden Lemasters
922,Brahim Achabbakhe
923,Brahmanandam
924,Brandon Camp
925,Brandon Cronenberg
926,Brandon Landers
927,Brandon Middleton
928,Brandon Molale
929,Brandon Smith
930,Brandon T. Jackson
931,Brandon Trost
932,Brandy Norwood
933,Branko Djuric
934,Breck Eisner
935,Bree Turner
936,Bree Williamson
937,Brenda Bakke
938,Brenda Blethyn
939,Brenda Chapman
940,Brenda Fricker
941,Brenda Song
942,Brenda Strong
943,Brenda Vaccaro
944,Brendan Coyle
945,Brendan Doogie Milewski
946,Brendan Fehr
947,Brendan Fraser
948,Brendan Mackey
949,Brendan Malloy
950,Brendan Sexton III
951,Brendon Eggertsen
952,Brent Anderson
953,Brent David Fraser
954,Brent Neale
955,Brent Sexton
956,Brenton Spencer
957,Brett Cullen
958,Brett Leonard
959,Brett Piper
960,Brett Ratner
961,Brett Wagner
962,Brian A Miller
963,Brian Anthony Wilson
964,Brian Austin Green
965,Brian Baugh
966,Brian Blessed
967,Brian Bosworth
968,Brian Caunter
969,Brian d'Arcy James
970,Brian Dannelly
971,Brian De Palma
972,Brian Dennehy
973,Brian Dietzen
974,Brian Dorton
975,Brian Doyle-Murray
976,Brian Eno
977,Brían F. O'Byrne
978,Brian Geraghty
979,Brian Gibson
980,Brian Helgeland
981,Brian Henson
982,Brian Herzlinger
983,Brian Howe
984,Brian Johnson
985,Brian Keith
986,Brian Klugman
987,Brian Koppelman
988,Brian Lee Franklin
989,Brian Levant
990,Brian McNamara
991,Brian O'Halloran
992,Brian Percival
993,Brian Robbins
994,Brian Steele
995,Brian Stepanek
996,Brian Thompson
997,Brian Trenchard-Smith
998,Brian Van Holt
999,Brian Whitaker
1000,Brian Yuzna
1001,Brianna Brown
1002,Brianne Brozey
1003,Bridget Fonda
1004,Bridgette Wilson-Sampras
1005,Bridgit Mendler
1006,Brighton Sharbino
1007,Brigitte Bardot
1008,Brigitte Helm
1009,Brigitte Nielsen
1010,Brion James
1011,Brit Morgan
1012,Britney Spears
1013,Britt Allcroft
1014,Britt Ekland
1015,Brittany Curran
1016,Brittany Daniel
1017,Brittney Powell
1018,Brock Baker
1019,Brock Peters
1020,Bronagh Gallagher
1021,Bronwen Hughes
1022,Brooke Bundy
1023,Brooke Newton
1024,Brooke Shields
1025,Brooke Smith
1026,Brooklynn Proulx
1027,Bruce Alexander
1028,Bruce Altman
1029,Bruce Beresford
1030,Bruce Boxleitner
1031,Bruce Campbell
1032,Bruce Davison
1033,Bruce Dellis
1034,Bruce Dern
1035,Bruce Gooch
1036,Bruce Goodchild
1037,Bruce Green
1038,Bruce Greenwood
1039,Bruce Hopkins
1040,Bruce Hunt
1041,Bruce Kerr
1042,Bruce Macdonald
1043,Bruce Malmuth
1044,Bruce McCulloch
1045,Bruce McDonald
1046,Bruce McGill
1047,Bruce Newbold
1048,Bruce Paltrow
1049,Bruce Payne
1050,Bruce Spence
1051,Bruce Thomas
1052,Bruce Vilanch
1053,Bruce Willis
1054,Bruno Barreto
1055,Bruno Campos
1056,Bruno Ganz
1057,Bruno Kirby
1058,Bryan Barber
1059,Bryan Brown
1060,Bryan Callen
1061,Bryan Dick
1062,Bryan Singer
1063,Bryce Dallas Howard
1064,Bubba Smith
1065,Bud Cort
1066,Bunta Sugawara
1067,Burgess Meredith
1068,Burghart Klaußner
1069,Burl Ives
1070,Burr Steers
1071,Burt Kwouk
1072,Burt Ward
1073,Burt Young
1074,Buster Keaton
1075,Busy Philipps
1076,Buzz Aldrin
1077,Byron Howard
1078,Byron Mann
1079,C. Fraser Press
1080,C. Jay Cox
1081,Cabrina Collesides
1082,Caitlin FitzGerald
1083,Caitlin Stasey
1084,Caitlyn Jenner
1085,Caity Lotz
1086,Cal Brunker
1087,Caleb Landry Jones
1088,Callie Khouri
1089,Callie Thorne
1090,Callum Blue
1091,Callum Rennie
1092,Calvin Lockhart
1093,Cam Clarke
1094,Cameron Boyce
1095,Cameron Bright
1096,Cameron Crowe
1097,Cameron Mills
1098,Cameron Monaghan
1099,Cameron Rhodes
1100,Camille Delamarre
1101,Campbell Scott
1102,Camren Bicondova
1103,Camryn Manheim
1104,Candace Kroslak
1105,Candice Bergen
1106,Cara Delevingne
1107,Cara Horgan
1108,Cara Seymour
1109,Carel Struycken
1110,Cariba Heine
1111,Carl Franklin
1112,Carl Gilliard
1113,Carl Rinsch
1114,Carl Theodor Dreyer
1115,Carl Weathers
1116,Carla Gallo
1117,Carlease Burke
1118,Carlo Cecchi
1119,Carlos Alazraqui
1120,Carlos Bardem
1121,Carlos Carrera
1122,Carlos Gallardo
1123,Carlos Lasarte
1124,Carlos Ponce
1125,Carlos Saldanha
1126,Carlos Saura
1127,Carly Schroeder
1128,Carmen Argenziano
1129,Carmen Ejogo
1130,Carmen Electra
1131,Carmen Marron
1132,Carmen Maura
1133,Carmen Perez
1134,Carmine Giovinazzo
1135,Carol Ann Susi
1136,Carol Block
1137,Carol Channing
1138,Carol Kane
1139,Carol Reed
1140,Carol Sutton
1141,Carole Bouquet
1142,Caroline Dhavernas
1143,Caroline Goodall
1144,Caroline Link
1145,Caroline Munro
1146,Caroll Spinney
1147,Carolyn Hennesy
1148,Carrie Bradstreet
1149,Carrie Henn
1150,Carrie Preston
1151,Carroll Baker
1152,Carroll Ballard
1153,Carroll O'Connor
1154,Carter Jenkins
1155,Carter Smith
1156,Cary-Hiroyuki Tagawa
1157,Cary Bell
1158,Caryn Waechter
1159,Cas Anvar
1160,Casey Affleck
1161,Casey Gooden
1162,Casey Kasem
1163,Casey Siemaszko
1164,Casper Christensen
1165,Casper Crump
1166,Casper Martinez
1167,Cassandra Nicolaou
1168,Cassandra Peterson
1169,Cassidy Gifford
1170,Cassie Ventura
1171,Cat Ly
1172,Catalina Sandino Moreno
1173,Catherine Bell
1174,Catherine Deneuve
1175,Catherine Dent
1176,Catherine Dyer
1177,Catherine Gund
1178,Catherine Hardwicke
1179,Catherine Hicks
1180,Catherine Jelski
1181,Catherine Lambert
1182,Catherine Lough Haggquist
1183,Catherine McCormack
1184,Catherine O'Hara
1185,Catherine Owens
1186,Catherine Parks
1187,Catherine Schell
1188,Catherine Tate
1189,Cathryn de Prume
1190,Cathy Malkasian
1191,Cathy Moriarty
1192,Catriona MacColl
1193,CCH Pounder
1194,Cecelia Antoinette
1195,Cecil B. DeMille
1196,Cecil Kellaway
1197,Cécile De France
1198,Cecilia Pillado
1199,Cédric Klapisch
1200,Cedric Nicolas-Troyan
1201,Cedric the Entertainer
1202,Celeste Holm
1203,Celia Imrie
1204,Celia Weston
1205,Celina Beach
1206,Celina Jade
1207,Cem Yilmaz
1208,Cesar Romero
1209,Chad Allen
1210,Chad Bishop
1211,Chad Hartigan
1212,Chad Kapper
1213,Chad L. Coleman
1214,Chad Lindberg
1215,Chad Lowe
1216,Chan-wook Park
1217,Chandler Canterbury
1218,Channing Tatum
1219,Chao-Bin Su
1220,Charice
1221,Charis Michelsen
1222,Charla Cochran
1223,Charles Adelman
1224,Charles Aidman
1225,Charles Aznavour
1226,Charles Baker
1227,Charles Binamé
1228,Charles Chaplin
1229,Charles Ferguson
1230,Charles Grodin
1231,Charles Herman-Wurmfeld
1232,Charles Irving Beale
1233,Charles Keating
1234,Charles King
1235,Charles Linton
1236,Charles Martin Smith
1237,Charles Martinet
1238,Charles Matthau
1239,Charles Mesure
1240,Charles Napier
1241,Charles Robert Carner
1242,Charles S. Dutton
1243,Charles Shyer
1244,Charles Stone III
1245,Charles T. Kanganis
1246,Charlie Bewley
1247,Charlie Hunnam
1248,Charlie Kaufman
1249,Charlie Korsmo
1250,Charlie Levi
1251,Charlie McDermott
1252,Charlie Murphy
1253,Charlie Rowe
1254,Charlie Saxton
1255,Charlie Tahan
1256,Charlie Talbert
1257,Charlie Yeung
1258,Charlize Theron
1259,Charlotte Bøving
1260,Charlotte Le Bon
1261,Charlotte Lewis
1262,Charlotte Rae
1263,Charlotte Rampling
1264,Charlotte Stewart
1265,Charlotte Sullivan
